consumer,error_number,errors
Beatriz Medeiros Nazário,7,"[{'Order_id': 3121, 'Product_id': 54, 'Product_name': 'vodka'}, {'Order_id': 3122, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 3123, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 3124, 'Product_id': 13, 'Product_name': 'led strip'}, {'Order_id': 3125, 'Product_id': 7, 'Product_name': 'trash can'}, {'Order_id': 3126, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 3127, 'Product_id': 66, 'Product_name': 'leite condensado'}]"
Elaine de Salles,3,"[{'Order_id': 3128, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 3129, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 3131, 'Product_id': 25, 'Product_name': 's20 fe'}]"
Carlos da Cruz,1,"[{'Order_id': 3132, 'Product_id': 51, 'Product_name': 'queijo'}]"
Adriano Quadros Fraga,5,"[{'Order_id': 3133, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 3134, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 3135, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 3136, 'Product_id': 8, 'Product_name': 'car battery'}, {'Order_id': 3137, 'Product_id': 64, 'Product_name': 'heineken'}]"
Adriano Vaz Vargas,4,"[{'Order_id': 3138, 'Product_id': 42, 'Product_name': 'papel de parede branco'}, {'Order_id': 3139, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 3140, 'Product_id': 30, 'Product_name': 'moto g9'}, {'Order_id': 3141, 'Product_id': 49, 'Product_name': 'whisky'}]"
Fernando Cavalcanti,3,"[{'Order_id': 3142, 'Product_id': 20, 'Product_name': 'led rgb'}, {'Order_id': 3143, 'Product_id': 42, 'Product_name': 'papel de parede branco'}, {'Order_id': 3144, 'Product_id': 21, 'Product_name': 'camera'}]"
Isabela Lopes Monteiro,4,"[{'Order_id': 3146, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 3147, 'Product_id': 16, 'Product_name': 'fichario'}, {'Order_id': 3148, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 3149, 'Product_id': 57, 'Product_name': 'dolce gusto'}]"
Beatriz Carmo Correia,1,"[{'Order_id': 3150, 'Product_id': 5, 'Product_name': 'led lights'}]"
Rafael Machado,3,"[{'Order_id': 3151, 'Product_id': 13, 'Product_name': 'led strip'}, {'Order_id': 3152, 'Product_id': 67, 'Product_name': 'cortina para sala'}, {'Order_id': 3153, 'Product_id': 13, 'Product_name': 'led strip'}]"
Taís Quadros Farias,1,"[{'Order_id': 3154, 'Product_id': 59, 'Product_name': 'doces'}]"
Kléber de Salles Leal,5,"[{'Order_id': 3155, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 3156, 'Product_id': 37, 'Product_name': 'moto g9 plus'}, {'Order_id': 3157, 'Product_id': 58, 'Product_name': 'espumante'}, {'Order_id': 3158, 'Product_id': 36, 'Product_name': 'ipad'}, {'Order_id': 3159, 'Product_id': 2, 'Product_name': 'bateria'}]"
Nicole Simões Lopes,5,"[{'Order_id': 3160, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 3161, 'Product_id': 30, 'Product_name': 'moto g9'}, {'Order_id': 3163, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 3165, 'Product_id': 61, 'Product_name': 'pasta'}, {'Order_id': 3166, 'Product_id': 56, 'Product_name': 'malbec'}]"
Valdomiro Braga,1,"[{'Order_id': 3167, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}]"
Émerson Nazário,6,"[{'Order_id': 3168, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}, {'Order_id': 3169, 'Product_id': 3, 'Product_name': 'batteries'}, {'Order_id': 3170, 'Product_id': 12, 'Product_name': 'multimeter'}, {'Order_id': 3171, 'Product_id': 42, 'Product_name': 'papel de parede branco'}, {'Order_id': 3172, 'Product_id': 64, 'Product_name': 'heineken'}, {'Order_id': 3174, 'Product_id': 61, 'Product_name': 'pasta'}]"
Kléber Lopes Lima,5,"[{'Order_id': 3175, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 3176, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 3177, 'Product_id': 28, 'Product_name': 'instax'}, {'Order_id': 3178, 'Product_id': 17, 'Product_name': 'bateria carro'}, {'Order_id': 3179, 'Product_id': 7, 'Product_name': 'trash can'}]"
Fabiana Silveira Paim,2,"[{'Order_id': 3180, 'Product_id': 3, 'Product_name': 'batteries'}, {'Order_id': 3182, 'Product_id': 47, 'Product_name': 'chocolate'}]"
Isabela Damasceno,6,"[{'Order_id': 3184, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 3185, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 3186, 'Product_id': 50, 'Product_name': 'gin'}, {'Order_id': 3187, 'Product_id': 39, 'Product_name': 'moto g10 plus'}, {'Order_id': 3188, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 3189, 'Product_id': 64, 'Product_name': 'heineken'}]"
Émerson Oliveira Assis,7,"[{'Order_id': 3190, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 3191, 'Product_id': 13, 'Product_name': 'led strip'}, {'Order_id': 3192, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 3193, 'Product_id': 42, 'Product_name': 'papel de parede branco'}, {'Order_id': 3194, 'Product_id': 67, 'Product_name': 'cortina para sala'}, {'Order_id': 3195, 'Product_id': 17, 'Product_name': 'bateria carro'}, {'Order_id': 3196, 'Product_id': 24, 'Product_name': 'polaroid'}]"
Heloísa da Cunha Quadros,3,"[{'Order_id': 3197, 'Product_id': 54, 'Product_name': 'vodka'}, {'Order_id': 3198, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 3199, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}]"
Adriano Lobo Braz,5,"[{'Order_id': 3200, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 3202, 'Product_id': 12, 'Product_name': 'multimeter'}, {'Order_id': 3203, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 3205, 'Product_id': 54, 'Product_name': 'vodka'}, {'Order_id': 3206, 'Product_id': 37, 'Product_name': 'moto g9 plus'}]"
Fernando Gimenes Falcão,4,"[{'Order_id': 3207, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 3208, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 3209, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 3211, 'Product_id': 9, 'Product_name': 'fluke'}]"
Rafael Paim Lima,4,"[{'Order_id': 3213, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}, {'Order_id': 3214, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}, {'Order_id': 3215, 'Product_id': 36, 'Product_name': 'ipad'}, {'Order_id': 3216, 'Product_id': 62, 'Product_name': 'carrefour'}]"
Fernando Vargas,2,"[{'Order_id': 3218, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 3219, 'Product_id': 28, 'Product_name': 'instax'}]"
Fernando Barroso,4,"[{'Order_id': 3220, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 3221, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 3222, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 3223, 'Product_id': 23, 'Product_name': 'moto g10'}]"
Gilmar Assis Braz,2,"[{'Order_id': 3224, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 3225, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}]"
Fabiana Lopes Assis,3,"[{'Order_id': 3226, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 3227, 'Product_id': 61, 'Product_name': 'pasta'}, {'Order_id': 3229, 'Product_id': 53, 'Product_name': 'jack daniels'}]"
Nicole Falcão Damasceno,2,"[{'Order_id': 3230, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 3231, 'Product_id': 43, 'Product_name': 'moto g 10'}]"
Isabela da Silva,5,"[{'Order_id': 3232, 'Product_id': 12, 'Product_name': 'multimeter'}, {'Order_id': 3233, 'Product_id': 50, 'Product_name': 'gin'}, {'Order_id': 3234, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 3235, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}, {'Order_id': 3236, 'Product_id': 22, 'Product_name': 'câmera'}]"
Fabiana Gimenes Paschoal,3,"[{'Order_id': 3237, 'Product_id': 26, 'Product_name': 'nikon'}, {'Order_id': 3238, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 3239, 'Product_id': 9, 'Product_name': 'fluke'}]"
Valdomiro Velho Lopes,6,"[{'Order_id': 3240, 'Product_id': 36, 'Product_name': 'ipad'}, {'Order_id': 3241, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 3242, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 3243, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 3244, 'Product_id': 48, 'Product_name': 'cerveja'}, {'Order_id': 3245, 'Product_id': 37, 'Product_name': 'moto g9 plus'}]"
Fabiana Gimenes,1,"[{'Order_id': 3246, 'Product_id': 14, 'Product_name': 'carregador iphone'}]"
Beatriz Arruda,5,"[{'Order_id': 3247, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 3248, 'Product_id': 22, 'Product_name': 'câmera'}, {'Order_id': 3249, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 3251, 'Product_id': 39, 'Product_name': 'moto g10 plus'}, {'Order_id': 3252, 'Product_id': 13, 'Product_name': 'led strip'}]"
Adriano Barroso Assis,2,"[{'Order_id': 3253, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 3255, 'Product_id': 30, 'Product_name': 'moto g9'}]"
Carina Leal Pacheco,4,"[{'Order_id': 3256, 'Product_id': 7, 'Product_name': 'trash can'}, {'Order_id': 3257, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 3258, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 3259, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}]"
Kléber Falcão,4,"[{'Order_id': 3260, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 3261, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 3262, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 3263, 'Product_id': 37, 'Product_name': 'moto g9 plus'}]"
Beatriz Paschoal Pedroso,1,"[{'Order_id': 3264, 'Product_id': 38, 'Product_name': 'motorola g10'}]"
Fernando Assis,5,"[{'Order_id': 3265, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 3266, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 3267, 'Product_id': 60, 'Product_name': 'cacau show'}, {'Order_id': 3268, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 3270, 'Product_id': 26, 'Product_name': 'nikon'}]"
Valdomiro Lima,5,"[{'Order_id': 3271, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 3272, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 3273, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 3275, 'Product_id': 62, 'Product_name': 'carrefour'}, {'Order_id': 3276, 'Product_id': 29, 'Product_name': 'camera fotografica'}]"
Rafael Arruda,5,"[{'Order_id': 3277, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}, {'Order_id': 3278, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 3279, 'Product_id': 58, 'Product_name': 'espumante'}, {'Order_id': 3280, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 3281, 'Product_id': 47, 'Product_name': 'chocolate'}]"
Émerson Fraga,5,"[{'Order_id': 3282, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 3283, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 3284, 'Product_id': 30, 'Product_name': 'moto g9'}, {'Order_id': 3285, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 3286, 'Product_id': 8, 'Product_name': 'car battery'}]"
Fernando Barroso Ito,1,"[{'Order_id': 3287, 'Product_id': 29, 'Product_name': 'camera fotografica'}]"
Kléber Paim,1,"[{'Order_id': 3289, 'Product_id': 14, 'Product_name': 'carregador iphone'}]"
Elaine Gimenes Quadros,1,"[{'Order_id': 3290, 'Product_id': 27, 'Product_name': 'camera canon'}]"
Janaína Pacheco Damasceno,3,"[{'Order_id': 3291, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 3293, 'Product_id': 39, 'Product_name': 'moto g10 plus'}, {'Order_id': 3294, 'Product_id': 57, 'Product_name': 'dolce gusto'}]"
Valdomiro Machado da Silva,3,"[{'Order_id': 3296, 'Product_id': 22, 'Product_name': 'câmera'}, {'Order_id': 3297, 'Product_id': 36, 'Product_name': 'ipad'}, {'Order_id': 3298, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}]"
Isabela Cavalcanti Paschoal,5,"[{'Order_id': 3299, 'Product_id': 30, 'Product_name': 'moto g9'}, {'Order_id': 3300, 'Product_id': 39, 'Product_name': 'moto g10 plus'}, {'Order_id': 3301, 'Product_id': 25, 'Product_name': 's20 fe'}, {'Order_id': 3302, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 3303, 'Product_id': 39, 'Product_name': 'moto g10 plus'}]"
Émerson Leal Assis,4,"[{'Order_id': 3304, 'Product_id': 61, 'Product_name': 'pasta'}, {'Order_id': 3305, 'Product_id': 50, 'Product_name': 'gin'}, {'Order_id': 3308, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 3310, 'Product_id': 55, 'Product_name': 'mercado livre'}]"
Taís Arruda Damasceno,1,"[{'Order_id': 3311, 'Product_id': 28, 'Product_name': 'instax'}]"
Émerson Vargas,5,"[{'Order_id': 3314, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 3315, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 3316, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 3317, 'Product_id': 16, 'Product_name': 'fichario'}, {'Order_id': 3318, 'Product_id': 27, 'Product_name': 'camera canon'}]"
Nicole da Cruz Paim,3,"[{'Order_id': 3319, 'Product_id': 61, 'Product_name': 'pasta'}, {'Order_id': 3320, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}, {'Order_id': 3321, 'Product_id': 70, 'Product_name': 'leite ninho'}]"
Isabela Leal Pedroso,2,"[{'Order_id': 3323, 'Product_id': 9, 'Product_name': 'fluke'}, {'Order_id': 3324, 'Product_id': 42, 'Product_name': 'papel de parede branco'}]"
Poliane Carmo,1,"[{'Order_id': 3328, 'Product_id': 4, 'Product_name': 'power supply'}]"
Carina Pedroso,2,"[{'Order_id': 3329, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 3330, 'Product_id': 61, 'Product_name': 'pasta'}]"
Beatriz Ruiz,5,"[{'Order_id': 3331, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 3333, 'Product_id': 30, 'Product_name': 'moto g9'}, {'Order_id': 3335, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 3336, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 3337, 'Product_id': 49, 'Product_name': 'whisky'}]"
Poliane Vaz,1,"[{'Order_id': 3338, 'Product_id': 1, 'Product_name': 'battery'}]"
Isabela Paschoal,1,"[{'Order_id': 3340, 'Product_id': 6, 'Product_name': 'battery charger'}]"
Nicole da Cunha,7,"[{'Order_id': 3341, 'Product_id': 13, 'Product_name': 'led strip'}, {'Order_id': 3342, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 3343, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 3344, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 3345, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 3346, 'Product_id': 62, 'Product_name': 'carrefour'}, {'Order_id': 3347, 'Product_id': 48, 'Product_name': 'cerveja'}]"
Rafael Leal Ito,5,"[{'Order_id': 3348, 'Product_id': 16, 'Product_name': 'fichario'}, {'Order_id': 3349, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 3350, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 3351, 'Product_id': 14, 'Product_name': 'carregador iphone'}, {'Order_id': 3352, 'Product_id': 52, 'Product_name': 'bebedouro'}]"
Valdomiro Carmo Simões,5,"[{'Order_id': 3353, 'Product_id': 54, 'Product_name': 'vodka'}, {'Order_id': 3354, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 3355, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 3356, 'Product_id': 7, 'Product_name': 'trash can'}, {'Order_id': 3357, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}]"
Rafael Monteiro Paim,1,"[{'Order_id': 3358, 'Product_id': 9, 'Product_name': 'fluke'}]"
Nicolas Cavalcanti Paschoal,4,"[{'Order_id': 3359, 'Product_id': 20, 'Product_name': 'led rgb'}, {'Order_id': 3360, 'Product_id': 12, 'Product_name': 'multimeter'}, {'Order_id': 3362, 'Product_id': 8, 'Product_name': 'car battery'}, {'Order_id': 3363, 'Product_id': 47, 'Product_name': 'chocolate'}]"
Rafael Paschoal Cavalcanti,6,"[{'Order_id': 3364, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 3365, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 3366, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 3367, 'Product_id': 62, 'Product_name': 'carrefour'}, {'Order_id': 3369, 'Product_id': 9, 'Product_name': 'fluke'}, {'Order_id': 3370, 'Product_id': 29, 'Product_name': 'camera fotografica'}]"
Heloísa Vaz,3,"[{'Order_id': 3371, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}, {'Order_id': 3373, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 3374, 'Product_id': 3, 'Product_name': 'batteries'}]"
Heloísa Silveira,5,"[{'Order_id': 3375, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 3376, 'Product_id': 38, 'Product_name': 'motorola g10'}, {'Order_id': 3377, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 3378, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 3381, 'Product_id': 32, 'Product_name': 'instax mini'}]"
Rafael Ruiz Pedroso,2,"[{'Order_id': 3382, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 3383, 'Product_id': 55, 'Product_name': 'mercado livre'}]"
Janaína Pedroso Arruda,7,"[{'Order_id': 3384, 'Product_id': 55, 'Product_name': 'mercado livre'}, {'Order_id': 3385, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 3386, 'Product_id': 59, 'Product_name': 'doces'}, {'Order_id': 3387, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 3388, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 3389, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 3390, 'Product_id': 50, 'Product_name': 'gin'}]"
Elaine Nazário,3,"[{'Order_id': 3391, 'Product_id': 25, 'Product_name': 's20 fe'}, {'Order_id': 3392, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 3394, 'Product_id': 38, 'Product_name': 'motorola g10'}]"
Kléber Paschoal,2,"[{'Order_id': 3396, 'Product_id': 24, 'Product_name': 'polaroid'}, {'Order_id': 3397, 'Product_id': 28, 'Product_name': 'instax'}]"
Nicolas Assis,5,"[{'Order_id': 3399, 'Product_id': 55, 'Product_name': 'mercado livre'}, {'Order_id': 3400, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}, {'Order_id': 3401, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 3402, 'Product_id': 38, 'Product_name': 'motorola g10'}, {'Order_id': 3403, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}]"
Adriano de Salles Pacheco,2,"[{'Order_id': 3405, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 3406, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}]"
Heloísa Barroso,5,"[{'Order_id': 3407, 'Product_id': 25, 'Product_name': 's20 fe'}, {'Order_id': 3408, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 3409, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 3411, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 3412, 'Product_id': 55, 'Product_name': 'mercado livre'}]"
Nicolas da Cunha Silveira,4,"[{'Order_id': 3413, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 3414, 'Product_id': 8, 'Product_name': 'car battery'}, {'Order_id': 3416, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 3417, 'Product_id': 18, 'Product_name': 'arduino'}]"
Nicolas Pedroso,2,"[{'Order_id': 3419, 'Product_id': 16, 'Product_name': 'fichario'}, {'Order_id': 3420, 'Product_id': 51, 'Product_name': 'queijo'}]"
Fernando Fraga Lobo,4,"[{'Order_id': 3421, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 3422, 'Product_id': 37, 'Product_name': 'moto g9 plus'}, {'Order_id': 3423, 'Product_id': 28, 'Product_name': 'instax'}, {'Order_id': 3424, 'Product_id': 62, 'Product_name': 'carrefour'}]"
Kléber Silveira,2,"[{'Order_id': 3425, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 3426, 'Product_id': 9, 'Product_name': 'fluke'}]"
Rafael Pedroso Braz,5,"[{'Order_id': 3427, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 3428, 'Product_id': 38, 'Product_name': 'motorola g10'}, {'Order_id': 3429, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 3430, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 3431, 'Product_id': 13, 'Product_name': 'led strip'}]"
Adriano Fraga Lopes,2,"[{'Order_id': 3432, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 3433, 'Product_id': 70, 'Product_name': 'leite ninho'}]"
Isabela Lopes,3,"[{'Order_id': 3434, 'Product_id': 9, 'Product_name': 'fluke'}, {'Order_id': 3435, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 3436, 'Product_id': 4, 'Product_name': 'power supply'}]"
Émerson Simões Braga,2,"[{'Order_id': 3437, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 3438, 'Product_id': 57, 'Product_name': 'dolce gusto'}]"
Carina Vargas Paschoal,2,"[{'Order_id': 3441, 'Product_id': 60, 'Product_name': 'cacau show'}, {'Order_id': 3442, 'Product_id': 67, 'Product_name': 'cortina para sala'}]"
Nicole Vaz Paschoal,7,"[{'Order_id': 3443, 'Product_id': 17, 'Product_name': 'bateria carro'}, {'Order_id': 3444, 'Product_id': 24, 'Product_name': 'polaroid'}, {'Order_id': 3445, 'Product_id': 8, 'Product_name': 'car battery'}, {'Order_id': 3446, 'Product_id': 49, 'Product_name': 'whisky'}, {'Order_id': 3447, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 3448, 'Product_id': 37, 'Product_name': 'moto g9 plus'}, {'Order_id': 3449, 'Product_id': 49, 'Product_name': 'whisky'}]"
Gilmar Machado Simões,1,"[{'Order_id': 3450, 'Product_id': 62, 'Product_name': 'carrefour'}]"
Antônio Silveira,4,"[{'Order_id': 3453, 'Product_id': 59, 'Product_name': 'doces'}, {'Order_id': 3454, 'Product_id': 24, 'Product_name': 'polaroid'}, {'Order_id': 3455, 'Product_id': 12, 'Product_name': 'multimeter'}, {'Order_id': 3456, 'Product_id': 29, 'Product_name': 'camera fotografica'}]"
Elaine Paim da Cruz,3,"[{'Order_id': 3457, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 3458, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 3459, 'Product_id': 23, 'Product_name': 'moto g10'}]"
Gilmar Ito Ito,4,"[{'Order_id': 3460, 'Product_id': 28, 'Product_name': 'instax'}, {'Order_id': 3461, 'Product_id': 32, 'Product_name': 'instax mini'}, {'Order_id': 3463, 'Product_id': 24, 'Product_name': 'polaroid'}, {'Order_id': 3464, 'Product_id': 55, 'Product_name': 'mercado livre'}]"
Fernando Lobo Silveira,5,"[{'Order_id': 3465, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 3467, 'Product_id': 67, 'Product_name': 'cortina para sala'}, {'Order_id': 3468, 'Product_id': 52, 'Product_name': 'bebedouro'}, {'Order_id': 3469, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 3470, 'Product_id': 64, 'Product_name': 'heineken'}]"
Elaine Lopes,5,"[{'Order_id': 3471, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 3472, 'Product_id': 30, 'Product_name': 'moto g9'}, {'Order_id': 3473, 'Product_id': 9, 'Product_name': 'fluke'}, {'Order_id': 3475, 'Product_id': 60, 'Product_name': 'cacau show'}, {'Order_id': 3476, 'Product_id': 13, 'Product_name': 'led strip'}]"
Kléber Quadros,1,"[{'Order_id': 3478, 'Product_id': 43, 'Product_name': 'moto g 10'}]"
Taís Monteiro Carmo,6,"[{'Order_id': 3479, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 3480, 'Product_id': 7, 'Product_name': 'trash can'}, {'Order_id': 3482, 'Product_id': 14, 'Product_name': 'carregador iphone'}, {'Order_id': 3483, 'Product_id': 58, 'Product_name': 'espumante'}, {'Order_id': 3484, 'Product_id': 62, 'Product_name': 'carrefour'}, {'Order_id': 3485, 'Product_id': 36, 'Product_name': 'ipad'}]"
Carina Vargas Gimenes,1,"[{'Order_id': 3486, 'Product_id': 21, 'Product_name': 'camera'}]"
Poliane Damasceno,6,"[{'Order_id': 3487, 'Product_id': 4, 'Product_name': 'power supply'}, {'Order_id': 3488, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 3489, 'Product_id': 4, 'Product_name': 'power supply'}, {'Order_id': 3490, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 3491, 'Product_id': 58, 'Product_name': 'espumante'}, {'Order_id': 3493, 'Product_id': 48, 'Product_name': 'cerveja'}]"
Fernando Cavalcanti,2,"[{'Order_id': 3494, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 3496, 'Product_id': 60, 'Product_name': 'cacau show'}]"
Elaine Nazário da Cunha,2,"[{'Order_id': 3497, 'Product_id': 22, 'Product_name': 'câmera'}, {'Order_id': 3498, 'Product_id': 53, 'Product_name': 'jack daniels'}]"
Nicole Medeiros,2,"[{'Order_id': 3499, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 3500, 'Product_id': 24, 'Product_name': 'polaroid'}]"
Poliane Fraga Lobo,1,"[{'Order_id': 3501, 'Product_id': 31, 'Product_name': 'camera polaroid'}]"
